created_at,travel_at,from_place,to_place
01.10.2019 08:11,02.10.2019 07:30,Passau,Neuburg am Inn - Neukirchen am Inn
01.10.2019 08:11,02.10.2019 10:45,Passau,Neuburg am Inn - Neukirchen am Inn
01.10.2019 08:12,02.10.2019 07:20,Passau,Neuburg am Inn - Neukirchen am Inn
01.10.2019 08:32,01.10.2019 08:32,94148 Kirchham,Pocking
01.10.2019 08:32,01.10.2019 08:30,94148 Kirchham,Pocking
01.10.2019 09:11,01.10.2019 18:11,Salzweg,Hutthurm
01.10.2019 09:11,01.10.2019 22:11,Salzweg,Hutthurm
01.10.2019 09:11,02.10.2019 02:11,Salzweg,Hutthurm
01.10.2019 09:11,02.10.2019 06:11,Salzweg,Hutthurm
01.10.2019 09:11,01.10.2019 17:37,Salzweg,Hutthurm
01.10.2019 10:36,01.10.2019 10:34,Hutthurm,Salzweg
01.10.2019 10:36,01.10.2019 09:33,Hutthurm,Salzweg
01.10.2019 10:46,01.10.2019 18:46,Passau,Passau
01.10.2019 10:46,01.10.2019 22:46,Passau,Passau
01.10.2019 10:46,01.10.2019 17:03,Passau,Passau
01.10.2019 10:46,02.10.2019 02:46,Passau,Passau
01.10.2019 10:46,02.10.2019 06:46,Passau,Passau
01.10.2019 10:46,02.10.2019 10:46,Passau,Passau
01.10.2019 12:59,01.10.2019 12:59,Passau,Fürstenzell
01.10.2019 13:00,01.10.2019 17:00,Passau,Untergriesbach
01.10.2019 13:00,01.10.2019 16:51,Passau,Untergriesbach
01.10.2019 13:00,01.10.2019 18:52,Passau,Untergriesbach
01.10.2019 13:01,01.10.2019 22:52,Passau,Untergriesbach
01.10.2019 13:01,02.10.2019 02:52,Passau,Untergriesbach
01.10.2019 13:01,01.10.2019 14:51,Passau,Untergriesbach
01.10.2019 13:20,01.10.2019 13:20,Passau,Fürstenzell
01.10.2019 13:23,01.10.2019 13:23,Passau,Fürstenzell
01.10.2019 13:26,01.10.2019 13:26,Passau,Fürstenzell
01.10.2019 14:10,01.10.2019 14:10,Passau,Tiefenbach (Kreis Passau)
01.10.2019 14:33,01.10.2019 14:33,Passau,Tiefenbach (Kreis Passau)
01.10.2019 15:29,01.10.2019 15:29,Passau,Tiefenbach (Kreis Passau)
01.10.2019 15:32,01.10.2019 15:32,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:32,01.10.2019 17:56,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:33,01.10.2019 21:56,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:33,02.10.2019 01:56,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:33,02.10.2019 05:56,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:33,01.10.2019 15:06,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:34,02.10.2019 09:40,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:34,02.10.2019 12:01,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:34,02.10.2019 14:01,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:35,02.10.2019 17:35,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:36,02.10.2019 21:35,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:36,03.10.2019 01:35,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:36,03.10.2019 05:35,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:36,03.10.2019 09:35,Fürstenzell,Augsburg (Bayern)
01.10.2019 15:39,01.10.2019 15:39,Passau,Tiefenbach (Kreis Passau)
01.10.2019 15:39,01.10.2019 17:20,Passau,Tiefenbach (Kreis Passau)
01.10.2019 15:39,01.10.2019 15:29,Passau,Tiefenbach (Kreis Passau)
01.10.2019 15:52,01.10.2019 15:52,Neuhaus a. Inn,Passau
01.10.2019 15:53,01.10.2019 15:53,Passau,Neuburg a. Inn
01.10.2019 15:53,01.10.2019 15:49,Passau,Neuburg a. Inn
01.10.2019 15:53,01.10.2019 17:53,Passau,Neuburg a. Inn
01.10.2019 16:14,01.10.2019 16:10,Passau,Wegscheid
01.10.2019 16:21,01.10.2019 16:21,Passau,Untergriesbach
01.10.2019 16:21,01.10.2019 16:19,Passau,Untergriesbach
01.10.2019 16:21,01.10.2019 13:19,Passau,Untergriesbach
01.10.2019 16:32,01.10.2019 16:35,Passau,Neuburg am Inn - Pfenningbach
01.10.2019 17:13,01.10.2019 17:13,Passau,Untergriesbach
01.10.2019 20:07,01.10.2019 20:07,Passau,Passau
01.10.2019 20:16,02.10.2019 12:15,Obernzell,Passau
01.10.2019 20:16,02.10.2019 13:08,Obernzell,Passau
01.10.2019 20:16,02.10.2019 08:20,Obernzell,Passau
01.10.2019 20:31,01.10.2019 06:31,Hauzenberg,Waldkirchen (Niederbayern)
01.10.2019 20:56,02.10.2019 07:00,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,02.10.2019 09:34,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,02.10.2019 06:09,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,02.10.2019 02:09,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,01.10.2019 22:09,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,01.10.2019 18:09,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,01.10.2019 15:30,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:57,01.10.2019 11:30,Bad Griesbach i.Rottal,Pocking
01.10.2019 20:58,02.10.2019 13:34,Bad Griesbach i.Rottal,Pocking
01.10.2019 22:04,02.10.2019 08:00,Bad Griesbach i.Rottal,Pocking - Inzing
01.10.2019 22:04,02.10.2019 08:10,Bad Griesbach i.Rottal,Pocking - Inzing
01.10.2019 22:04,02.10.2019 03:59,Bad Griesbach i.Rottal,Pocking - Inzing
01.10.2019 22:04,01.10.2019 23:59,Bad Griesbach i.Rottal,Pocking - Inzing
01.10.2019 22:43,03.10.2019 10:15,Thyrnau,Passau
01.10.2019 22:43,03.10.2019 14:15,Thyrnau,Passau
01.10.2019 22:44,03.10.2019 10:01,Thyrnau,Passau
01.10.2019 22:44,03.10.2019 18:15,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 09:15,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 05:14,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 01:14,Thyrnau,Passau
01.10.2019 22:45,02.10.2019 21:14,Thyrnau,Passau
01.10.2019 22:45,02.10.2019 17:14,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 13:15,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 17:15,Thyrnau,Passau
01.10.2019 22:45,03.10.2019 21:15,Thyrnau,Passau
01.10.2019 22:45,04.10.2019 01:15,Thyrnau,Passau
01.10.2019 22:45,04.10.2019 05:15,Thyrnau,Passau
01.10.2019 22:46,02.10.2019 09:15,Thyrnau,Passau
01.10.2019 22:46,02.10.2019 09:04,Thyrnau,Passau
01.10.2019 22:46,02.10.2019 13:15,Thyrnau,Passau
01.10.2019 22:46,02.10.2019 05:04,Thyrnau,Passau
01.10.2019 22:46,02.10.2019 01:04,Thyrnau,Passau
01.10.2019 22:47,04.10.2019 10:30,Thyrnau,Passau
01.10.2019 22:47,04.10.2019 09:30,Thyrnau,Passau
01.10.2019 22:47,04.10.2019 14:30,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 10:49,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 14:49,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 10:01,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 18:49,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 06:01,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 02:01,Thyrnau,Passau
01.10.2019 22:49,03.10.2019 22:49,Thyrnau,Passau
01.10.2019 22:49,02.10.2019 22:01,Thyrnau,Passau
01.10.2019 22:49,04.10.2019 02:49,Thyrnau,Passau
01.10.2019 22:49,04.10.2019 06:49,Thyrnau,Passau
01.10.2019 22:49,02.10.2019 18:01,Thyrnau,Passau
02.10.2019 00:07,02.10.2019 06:07,Passau,Plattling
02.10.2019 00:08,02.10.2019 09:34,Passau,Plattling
02.10.2019 00:09,02.10.2019 07:09,Plattling,Regensburg
02.10.2019 00:09,02.10.2019 10:07,Plattling,Regensburg
02.10.2019 00:09,02.10.2019 07:06,Plattling,Regensburg
02.10.2019 00:11,02.10.2019 16:06,Regensburg,Plattling
02.10.2019 00:11,02.10.2019 18:11,Regensburg,Plattling
02.10.2019 00:11,02.10.2019 15:36,Regensburg,Plattling
02.10.2019 00:12,02.10.2019 16:12,Regensburg,Plattling
02.10.2019 00:12,02.10.2019 19:09,Regensburg,Plattling
02.10.2019 00:12,02.10.2019 16:08,Regensburg,Plattling
02.10.2019 00:13,02.10.2019 16:13,Regensburg,Plattling
02.10.2019 00:13,02.10.2019 19:09,Regensburg,Plattling
02.10.2019 00:14,02.10.2019 16:14,Plattling,Passau
02.10.2019 00:15,02.10.2019 16:15,Plattling,Passau
02.10.2019 00:15,02.10.2019 18:12,Plattling,Passau
02.10.2019 00:19,02.10.2019 16:18,Passau,Ruderting
02.10.2019 00:19,02.10.2019 17:45,Passau,Ruderting
02.10.2019 00:19,02.10.2019 21:45,Passau,Ruderting
02.10.2019 00:19,03.10.2019 01:45,Passau,Ruderting
02.10.2019 00:19,03.10.2019 05:45,Passau,Ruderting
02.10.2019 00:19,03.10.2019 09:45,Passau,Ruderting
02.10.2019 00:21,02.10.2019 06:00,Ruderting,Passau
02.10.2019 00:21,02.10.2019 07:00,Ruderting,Passau
02.10.2019 06:44,02.10.2019 15:10,Vilshofen an der Donau,Beutelsbach
02.10.2019 06:50,02.10.2019 06:50,Neuburg a. Inn,Passau
02.10.2019 06:51,02.10.2019 06:08,Neuburg a. Inn,Passau
02.10.2019 06:51,02.10.2019 02:08,Neuburg a. Inn,Passau
02.10.2019 06:51,02.10.2019 08:25,Neuburg a. Inn,Passau
02.10.2019 07:10,02.10.2019 15:10,Vilshofen an der Donau,Beutelsbach
02.10.2019 08:49,02.10.2019 08:40,Salzweg,Passau
02.10.2019 08:52,02.10.2019 18:15,Passau,Salzweg
02.10.2019 08:53,02.10.2019 20:30,Passau,Salzweg
02.10.2019 08:54,03.10.2019 00:30,Passau,Salzweg
02.10.2019 08:54,03.10.2019 04:30,Passau,Salzweg
02.10.2019 08:54,03.10.2019 08:30,Passau,Salzweg
02.10.2019 08:54,03.10.2019 12:30,Passau,Salzweg
02.10.2019 08:56,02.10.2019 18:15,Passau,Salzweg
02.10.2019 08:56,02.10.2019 20:30,Passau,Salzweg
02.10.2019 08:58,02.10.2019 18:48,Passau,Salzweg
02.10.2019 09:11,02.10.2019 13:00,Obernzell,Passau
02.10.2019 09:11,02.10.2019 13:08,Obernzell,Passau
02.10.2019 09:11,02.10.2019 08:59,Obernzell,Passau
02.10.2019 09:45,02.10.2019 12:47,Ruderting,Passau
02.10.2019 09:46,02.10.2019 12:46,Ruderting,Passau
02.10.2019 10:18,02.10.2019 18:00,Ruderting,Passau
02.10.2019 11:41,02.10.2019 11:41,Neuburg am Inn,Passau
02.10.2019 11:42,02.10.2019 12:45,Neuburg am Inn,Passau
02.10.2019 11:42,02.10.2019 11:41,Neuburg am Inn,Passau
02.10.2019 11:43,02.10.2019 12:45,Neuburg am Inn,Passau
02.10.2019 11:43,02.10.2019 12:06,Neuburg am Inn,Passau
02.10.2019 11:45,02.10.2019 15:45,Passau,Neuburg am Inn
02.10.2019 11:45,02.10.2019 15:36,Passau,Neuburg am Inn
02.10.2019 12:07,09.10.2019 13:15,Tiefenbach (Kreis Passau),Tittling
02.10.2019 12:09,04.10.2019 13:15,Tiefenbach (Kreis Passau),Tittling
02.10.2019 13:19,02.10.2019 13:19,Passau,Fürstenzell
02.10.2019 13:25,02.10.2019 13:25,Passau,Neuburg a. Inn
02.10.2019 13:25,02.10.2019 15:35,Passau,Neuburg a. Inn
02.10.2019 13:25,02.10.2019 13:19,Passau,Neuburg a. Inn
02.10.2019 13:36,21.10.2019 07:30,Untergriesbach,Untergriesbach
02.10.2019 13:36,21.10.2019 11:30,Untergriesbach,Untergriesbach
02.10.2019 13:36,21.10.2019 07:20,Untergriesbach,Untergriesbach
02.10.2019 13:36,21.10.2019 03:20,Untergriesbach,Untergriesbach
02.10.2019 13:36,20.10.2019 23:20,Untergriesbach,Untergriesbach
02.10.2019 14:07,02.10.2019 14:07,Passau,Passau
02.10.2019 14:07,02.10.2019 17:19,Passau,Passau
02.10.2019 14:07,02.10.2019 13:48,Passau,Passau
02.10.2019 15:46,02.10.2019 15:46,Passau,Hutthurm
02.10.2019 15:46,02.10.2019 17:15,Passau,Hutthurm
02.10.2019 15:46,02.10.2019 15:34,Passau,Hutthurm
02.10.2019 15:48,02.10.2019 15:47,Passau,Hutthurm
02.10.2019 15:48,02.10.2019 17:15,Passau,Hutthurm
02.10.2019 16:18,02.10.2019 16:17,Neuhaus a. Inn,Passau
02.10.2019 16:18,02.10.2019 15:56,Neuhaus a. Inn,Passau
02.10.2019 16:33,02.10.2019 16:33,Passau,Untergriesbach
02.10.2019 16:33,02.10.2019 16:19,Passau,Untergriesbach
02.10.2019 16:33,02.10.2019 13:19,Passau,Untergriesbach
02.10.2019 16:46,02.10.2019 16:46,Passau,Hutthurm
02.10.2019 17:43,02.10.2019 17:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,02.10.2019 21:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 01:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 05:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 09:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 13:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 17:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,03.10.2019 21:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,04.10.2019 01:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,04.10.2019 05:43,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:43,04.10.2019 06:57,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:44,04.10.2019 07:23,Tiefenbach (Kreis Passau),Passau
02.10.2019 17:44,04.10.2019 08:55,Tiefenbach (Kreis Passau),Passau
02.10.2019 18:31,02.10.2019 18:31,Passau,Salzweg
02.10.2019 18:31,02.10.2019 18:24,Passau,Salzweg
02.10.2019 18:31,02.10.2019 22:31,Passau,Salzweg
02.10.2019 18:31,03.10.2019 02:31,Passau,Salzweg
02.10.2019 18:31,03.10.2019 06:31,Passau,Salzweg
02.10.2019 18:31,03.10.2019 10:31,Passau,Salzweg
02.10.2019 18:32,03.10.2019 14:31,Passau,Salzweg
02.10.2019 19:15,02.10.2019 19:15,Passau,Salzweg
02.10.2019 19:16,02.10.2019 18:24,Passau,Salzweg
02.10.2019 19:16,02.10.2019 23:15,Passau,Salzweg
02.10.2019 19:16,03.10.2019 03:15,Passau,Salzweg
02.10.2019 19:16,03.10.2019 07:15,Passau,Salzweg
02.10.2019 19:16,03.10.2019 11:15,Passau,Salzweg
02.10.2019 22:17,03.10.2019 11:16,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 11:54,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 07:15,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 03:15,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 15:54,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 19:54,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,03.10.2019 23:54,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,04.10.2019 03:54,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,02.10.2019 23:15,Neuhaus a. Inn,Neuburg a. Inn
02.10.2019 22:18,02.10.2019 19:15,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 11:50,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 10:30,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 06:30,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 15:50,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 02:30,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,02.10.2019 22:30,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 19:50,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 11:50,03.10.2019 23:50,Neuhaus a. Inn,Neuburg a. Inn
03.10.2019 12:06,03.10.2019 12:05,Hutthurm,Passau
03.10.2019 12:06,03.10.2019 16:05,Hutthurm,Passau
03.10.2019 12:06,03.10.2019 10:36,Hutthurm,Passau
03.10.2019 12:06,03.10.2019 20:05,Hutthurm,Passau
03.10.2019 12:06,03.10.2019 20:05,Hutthurm,Passau
03.10.2019 12:06,04.10.2019 00:05,Hutthurm,Passau
03.10.2019 12:06,04.10.2019 04:05,Hutthurm,Passau
03.10.2019 12:07,03.10.2019 06:36,Hutthurm,Passau
03.10.2019 12:07,03.10.2019 02:36,Hutthurm,Passau
03.10.2019 12:07,02.10.2019 22:36,Hutthurm,Passau
03.10.2019 12:28,03.10.2019 12:28,Hutthurm,Passau
03.10.2019 12:28,03.10.2019 16:28,Hutthurm,Passau
03.10.2019 15:34,03.10.2019 15:34,Tittling,Vilshofen an der Donau
03.10.2019 15:34,03.10.2019 14:59,Tittling,Vilshofen an der Donau
03.10.2019 15:34,03.10.2019 10:59,Tittling,Vilshofen an der Donau
03.10.2019 15:34,03.10.2019 19:34,Tittling,Vilshofen an der Donau
03.10.2019 15:34,03.10.2019 23:34,Tittling,Vilshofen an der Donau
03.10.2019 15:34,04.10.2019 03:34,Tittling,Vilshofen an der Donau
03.10.2019 16:17,03.10.2019 16:17,Fürstenzell,Passau
03.10.2019 16:17,03.10.2019 13:55,Fürstenzell,Passau
03.10.2019 16:17,03.10.2019 20:17,Fürstenzell,Passau
03.10.2019 16:17,04.10.2019 00:17,Fürstenzell,Passau
03.10.2019 16:17,04.10.2019 04:17,Fürstenzell,Passau
03.10.2019 17:32,03.10.2019 17:32,Passau,Salzweg
03.10.2019 17:32,03.10.2019 21:32,Passau,Salzweg
03.10.2019 17:32,04.10.2019 01:32,Passau,Salzweg
03.10.2019 17:32,03.10.2019 17:14,Passau,Salzweg
03.10.2019 17:32,04.10.2019 05:32,Passau,Salzweg
03.10.2019 17:32,03.10.2019 13:14,Passau,Salzweg
03.10.2019 17:36,03.10.2019 17:36,Vilshofen an der Donau,Deggendorf
03.10.2019 17:36,03.10.2019 21:36,Vilshofen an der Donau,Deggendorf
03.10.2019 17:36,04.10.2019 01:36,Vilshofen an der Donau,Deggendorf
03.10.2019 17:37,04.10.2019 05:36,Vilshofen an der Donau,Deggendorf
03.10.2019 17:37,03.10.2019 17:33,Vilshofen an der Donau,Deggendorf
03.10.2019 17:37,03.10.2019 13:33,Vilshofen an der Donau,Deggendorf
03.10.2019 18:47,04.10.2019 05:47,Passau,Passau
03.10.2019 18:47,04.10.2019 07:49,Passau,Passau
03.10.2019 19:15,04.10.2019 05:15,Passau,Passau
03.10.2019 19:15,04.10.2019 07:10,Passau,Passau
03.10.2019 19:17,04.10.2019 11:17,Passau,Passau
03.10.2019 19:17,04.10.2019 13:30,Passau,Passau
03.10.2019 19:17,04.10.2019 10:59,Passau,Passau
03.10.2019 19:48,03.10.2019 19:48,Untergriesbach,Passau
03.10.2019 19:48,03.10.2019 17:30,Untergriesbach,Passau
03.10.2019 19:48,03.10.2019 23:48,Untergriesbach,Passau
03.10.2019 19:48,04.10.2019 03:48,Untergriesbach,Passau
03.10.2019 19:48,04.10.2019 07:48,Untergriesbach,Passau
03.10.2019 19:48,04.10.2019 11:48,Untergriesbach,Passau
03.10.2019 20:15,05.10.2019 07:15,Vilshofen an der Donau,Garmisch-Partenki
03.10.2019 20:16,05.10.2019 06:15,Vilshofen an der Donau,Grainau
03.10.2019 20:17,05.10.2019 05:37,Vilshofen an der Donau,Grainau
03.10.2019 20:17,05.10.2019 10:15,Vilshofen an der Donau,Grainau
03.10.2019 20:17,05.10.2019 14:15,Vilshofen an der Donau,Grainau
03.10.2019 20:17,05.10.2019 18:15,Vilshofen an der Donau,Grainau
03.10.2019 20:45,04.10.2019 06:45,Hutthurm,Passau
03.10.2019 20:45,04.10.2019 08:34,Hutthurm,Passau
03.10.2019 20:45,04.10.2019 06:27,Hutthurm,Passau
03.10.2019 21:03,04.10.2019 15:03,Passau,Fürstenzell
03.10.2019 21:03,04.10.2019 18:04,Passau,Fürstenzell
03.10.2019 21:03,04.10.2019 22:04,Passau,Fürstenzell
03.10.2019 21:03,04.10.2019 14:42,Passau,Fürstenzell
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 07:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 03:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,03.10.2019 23:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,03.10.2019 19:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,03.10.2019 15:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,03.10.2019 11:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,03.10.2019 07:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:39,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,04.10.2019 08:00,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,04.10.2019 07:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,04.10.2019 03:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,03.10.2019 23:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,03.10.2019 19:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,03.10.2019 15:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,03.10.2019 11:38,Hauzenberg,Waldkirchen (Niederbayern)
03.10.2019 23:40,03.10.2019 07:38,Hauzenberg,Waldkirchen (Niederbayern)
04.10.2019 01:29,04.10.2019 07:30,94544 Hofkirchen,Vilshofen an der Donau
04.10.2019 01:29,04.10.2019 09:49,94544 Hofkirchen,Vilshofen an der Donau
04.10.2019 01:29,04.10.2019 07:03,94544 Hofkirchen,Vilshofen an der Donau
04.10.2019 06:42,04.10.2019 06:42,Neukirchen vorm Wald,Passau
04.10.2019 06:42,04.10.2019 08:13,Neukirchen vorm Wald,Passau
04.10.2019 06:42,04.10.2019 05:57,Neukirchen vorm Wald,Passau
04.10.2019 08:38,04.10.2019 08:38,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 06:54,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 12:38,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 08:38,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 06:54,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 12:38,Hutthurm,Salzweg
04.10.2019 08:38,04.10.2019 16:38,Hutthurm,Salzweg
04.10.2019 09:04,05.10.2019 08:04,Wegscheid,Passau
04.10.2019 09:04,05.10.2019 04:03,Wegscheid,Passau
04.10.2019 09:04,05.10.2019 00:03,Wegscheid,Passau
04.10.2019 09:05,04.10.2019 20:03,Wegscheid,Passau
04.10.2019 09:08,05.10.2019 20:08,Passau,Wegscheid
04.10.2019 10:07,04.10.2019 10:07,94099 Ruhstorf an der Rott,Pocking - Schlupfing
04.10.2019 10:08,04.10.2019 10:07,94099 Ruhstorf an der Rott,Pocking - Schlupfing
04.10.2019 10:29,04.10.2019 12:32,,Passau
04.10.2019 10:29,04.10.2019 12:52,,Passau
04.10.2019 10:29,04.10.2019 08:31,,Passau
04.10.2019 10:36,04.10.2019 13:00,Passau,Untergriesbach
04.10.2019 10:36,04.10.2019 15:50,Passau,Untergriesbach
04.10.2019 10:36,04.10.2019 12:54,Passau,Untergriesbach
04.10.2019 11:49,07.10.2019 13:00,Tiefenbach,Passau
04.10.2019 12:29,04.10.2019 13:30,Passau,Hauzenberg
04.10.2019 12:29,04.10.2019 17:11,Passau,Hauzenberg
04.10.2019 12:29,04.10.2019 13:19,Passau,Hauzenberg
04.10.2019 12:29,04.10.2019 13:19,Passau,Hauzenberg
04.10.2019 12:29,04.10.2019 10:10,Passau,Hauzenberg
04.10.2019 12:40,04.10.2019 12:40,Passau,Wegscheid
04.10.2019 12:41,04.10.2019 12:41,Passau,Wegscheid
04.10.2019 12:41,04.10.2019 16:31,Passau,Wegscheid
04.10.2019 12:41,04.10.2019 12:39,Passau,Wegscheid
04.10.2019 13:00,04.10.2019 13:00,Passau,Ortenburg
04.10.2019 13:08,04.10.2019 13:07,94072 Bad Füssing,Kirchham
04.10.2019 13:08,04.10.2019 17:07,94072 Bad Füssing,Kirchham
04.10.2019 13:08,04.10.2019 12:31,94072 Bad Füssing,Kirchham
04.10.2019 13:09,04.10.2019 13:09,Mannheim,
04.10.2019 13:24,04.10.2019 13:24,Passau,Untergriesbach
04.10.2019 13:24,04.10.2019 13:21,Passau,Untergriesbach
04.10.2019 13:40,04.10.2019 13:40,Neukirchen vorm Wald,Passau
04.10.2019 14:42,07.10.2019 13:45,Passau,Thyrnau
04.10.2019 14:42,07.10.2019 17:17,Passau,Thyrnau
04.10.2019 14:42,07.10.2019 13:21,Passau,Thyrnau
04.10.2019 14:42,11.10.2019 12:00,Passau,Thyrnau
04.10.2019 15:34,04.10.2019 15:34,Passau,Untergriesbach
04.10.2019 15:34,04.10.2019 14:49,Passau,Untergriesbach
04.10.2019 15:34,04.10.2019 17:15,Passau,Untergriesbach
04.10.2019 16:18,04.10.2019 16:18,Passau,
04.10.2019 16:18,04.10.2019 19:06,Passau,
04.10.2019 16:18,04.10.2019 15:34,Passau,
04.10.2019 16:31,04.10.2019 16:31,Passau,Wegscheid
04.10.2019 17:52,05.10.2019 17:52,Passau,Passau
04.10.2019 17:52,05.10.2019 21:52,Passau,Passau
04.10.2019 17:52,06.10.2019 01:52,Passau,Passau
04.10.2019 17:52,06.10.2019 05:52,Passau,Passau
04.10.2019 17:52,05.10.2019 17:35,Passau,Passau
04.10.2019 19:13,05.10.2019 16:13,,Passau
04.10.2019 19:13,05.10.2019 20:13,,Passau
04.10.2019 19:13,06.10.2019 00:13,,Passau
04.10.2019 19:13,06.10.2019 04:13,,Passau
04.10.2019 19:13,05.10.2019 15:13,,Passau
04.10.2019 19:13,06.10.2019 08:13,,Passau
04.10.2019 19:13,05.10.2019 11:13,,Passau
04.10.2019 19:50,06.10.2019 06:00,Passau,Vilshofen an der Donau
04.10.2019 20:37,04.10.2019 20:37,Passau,Passau
04.10.2019 20:37,05.10.2019 00:37,Passau,Passau
