Haltestellenname,route,name_sanitized
"Aicha v.W., Gemeinde",6129,"Aicha v.W., Gemeinde"
"Renholding, Gh zur Mauth",6129,"Renholding, Gh zur Mauth"
Renholding bei Nammering,6129,Renholding bei Nammering
"Nammering, Bf",6129,"Nammering, Bf"
"Nammering, Gh. Feichtinger",6129,"Nammering, Gh. Feichtinger"
Klingermühle,6129,Klingermühle
"Fickenhof, Abzw",6129,"Fickenhof, Abzw"
"Wollmering, Abzw",6129,"Wollmering, Abzw"
Ruberting/Pullman City,6129,Ruberting/Pullman City
"Neuloipfering, Endl",6129,"Neuloipfering, Endl"
"Loipfering, Abzw",6129,"Loipfering, Abzw"
"Eging, Gh. z. Linde",6129,"Eging, Gh. z. Linde"
"Eging, Marktplatz",6129,"Eging, Marktplatz"
"Eging, Postamt",6129,"Eging, Postamt"
"Eging, Abzw Kurhaus",6129,"Eging, Abzw Kurhaus"
"Passau, ZOB",6130,"Passau, ZOB"
"Passau, Am Schanzlturm",6130,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",6130,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",6130,"Passau, Rathaus"
"Passau, Römerplatz",6130,"Passau, Römerplatz"
"Passau, Ilzbrücke",6130,"Passau, Ilzbrücke"
"Passau, Christdobl",6130,"Passau, Christdobl"
"Passau, Witikostraße",6130,"Passau, Witikostraße"
"Passau, Schulbergstraße",6130,"Passau, Schulbergstraße"
"Passau, Säumerweg",6130,"Passau, Säumerweg"
"Passau, Kastenreuth",6130,"Passau, Kastenreuth"
"Passau, Burgwald",6130,"Passau, Burgwald"
"Salzweg, Außenstelle LRA",6130,"Salzweg, Außenstelle LRA"
"Angl, Bäckerei Vogl",6130,"Angl, Bäckerei Vogl"
"Salzweg, Rathaus",6130,"Salzweg, Rathaus"
"Salzweg, Postgasse",6130,"Salzweg, Postgasse"
Franklbach,6130,Franklbach
Schreiberfeld,6130,Schreiberfeld
"Straßkirchen, Gh. Girmindl",6130,"Straßkirchen, Gh. Girmindl"
Schlott bei Straßkirchen,6130,Schlott bei Straßkirchen
Bärnbach B 12,6130,Bärnbach B 12
Leoprechting B 12,6130,Leoprechting B 12
Kreuzstraße B 12,6130,Kreuzstraße B 12
Kreuzstraße Tankstelle,6130,Kreuzstraße Tankstelle
"Hutthurm, Sonnenhang",6130,"Hutthurm, Sonnenhang"
"Hutthurm, Sportplatz",6130,"Hutthurm, Sportplatz"
"Hutthurm, Schule",6130,"Hutthurm, Schule"
"Hutthurm, Kringeller Str.",6130,"Hutthurm, Kringeller Str."
"Hutthurm, Gh Weber",6130,"Hutthurm, Gh Weber"
"Hutthurm, Industriestr.",6130,"Hutthurm, Industriestr."
"Kringell, Schule",6130,"Kringell, Schule"
"Großthannensteig, B12",6130,"Großthannensteig, B12"
"Prag B12, Abzw",6130,"Prag B12, Abzw"
Wimperstadl,6130,Wimperstadl
Vendelsberg,6130,Vendelsberg
"Guttenhofen, Abzw",6130,"Guttenhofen, Abzw"
"Passau, Hbf",6131,"Passau, Hbf"
"Passau, ZOB",6131,"Passau, ZOB"
"Passau, Am Schanzlturm",6131,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",6131,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",6131,"Passau, Rathaus"
"Passau, Römerplatz",6131,"Passau, Römerplatz"
"Passau, Ilzbrücke",6131,"Passau, Ilzbrücke"
"Passau, Christdobl",6131,"Passau, Christdobl"
"Passau, Witikostraße",6131,"Passau, Witikostraße"
"Passau, Schulbergstraße",6131,"Passau, Schulbergstraße"
"Passau, Säumerweg",6131,"Passau, Säumerweg"
"Passau, Kastenreuth",6131,"Passau, Kastenreuth"
"Passau, Burgwald",6131,"Passau, Burgwald"
"Salzweg, Außenstelle LRA",6131,"Salzweg, Außenstelle LRA"
"Angl, Bäckerei Vogl",6131,"Angl, Bäckerei Vogl"
"Salzweg, Rathaus",6131,"Salzweg, Rathaus"
"Salzweg, Frauenhofer-Str.",6131,"Salzweg, Frauenhofer-Str."
Witzmannsberg bei Salzweg,6131,Witzmannsberg bei Salzweg
Kamping,6131,Kamping
Wurmeck,6131,Wurmeck
Hütten bei Salzweg,6131,Hütten bei Salzweg
"Euzersdorf, Abzw",6131,"Euzersdorf, Abzw"
"Tannöd, Gh Edelfurtner",6131,"Tannöd, Gh Edelfurtner"
"Draxing, Abzw",6131,"Draxing, Abzw"
"Büchlberg, BBW",6131,"Büchlberg, BBW"
Praßreuth,6131,Praßreuth
Freimadlsäge,6131,Freimadlsäge
"Eberhardsberg, Abzw",6131,"Eberhardsberg, Abzw"
"Manzenberg, Abzw",6131,"Manzenberg, Abzw"
Raßberg,6131,Raßberg
"Eitzingerreut, Abzw",6131,"Eitzingerreut, Abzw"
Wolkar,6131,Wolkar
"Oberkümmering, Abzw",6131,"Oberkümmering, Abzw"
Leitenmühle,6131,Leitenmühle
Tiessenhäusl,6131,Tiessenhäusl
"Berbing, Abzw",6131,"Berbing, Abzw"
Steinberg,6131,Steinberg
"Hauzenberg, Busbahnhof",6131,"Hauzenberg, Busbahnhof"
"Ortenburg, Bahnhofstr.",6132,"Ortenburg, Bahnhofstr."
"Aldersbach, Wifling",6132,"Aldersbach, Wifling"
Neuhaus bei Ortenburg,6132,Neuhaus bei Ortenburg
"Unteriglbach, Gh Seewirt",6132,"Unteriglbach, Gh Seewirt"
Atzing bei Ortenburg,6132,Atzing bei Ortenburg
"Neustift bei Vilsh., Kloster",6132,"Neustift bei Vilsh., Kloster"
"Sperklgrub, Abzw.",6132,"Sperklgrub, Abzw."
"Hermannshöhe, Abzw",6132,"Hermannshöhe, Abzw"
"Aldersbach, Pfarrgarten",6132,"Aldersbach, Pfarrgarten"
"Hermannshöhe, Abzw",6132,"Hermannshöhe, Abzw"
Karling,6132,Karling
"Aidenbach, Marktplatz",6132,"Aidenbach, Marktplatz"
Kamm,6132,Kamm
Bergham bei Aidenbach,6132,Bergham bei Aidenbach
Langenbruck bei Aidenbach,6132,Langenbruck bei Aidenbach
"Aidenbach, Marktplatz",6132,"Aidenbach, Marktplatz"
"Aidenbach, Ludwigstraße",6132,"Aidenbach, Ludwigstraße"
"Aidenbach, Plinganserstr.",6132,"Aidenbach, Plinganserstr."
"Beutelsbach, Bäckerei Klinger",6132,"Beutelsbach, Bäckerei Klinger"
"Tillbach, Hs.-Nr.36",6132,"Tillbach, Hs.-Nr.36"
"Tillbach, Abzw Aicha",6132,"Tillbach, Abzw Aicha"
Aicha bei Beutelsbach,6132,Aicha bei Beutelsbach
"Rappmannsberg, Abzw",6132,"Rappmannsberg, Abzw"
"Weihersberg, Abzw.",6132,"Weihersberg, Abzw."
Oberham bei Beutelsbach,6132,Oberham bei Beutelsbach
Ledering,6132,Ledering
Moos bei Sammerei,6132,Moos bei Sammerei
"Parschalling, Abzw",6132,"Parschalling, Abzw"
Sammarei,6132,Sammarei
Wies bei Sammarei,6132,Wies bei Sammarei
Niederham bei Haarbach,6132,Niederham bei Haarbach
"Haarbach, Abzw Rainding",6132,"Haarbach, Abzw Rainding"
"Unterthalham, Abzw",6132,"Unterthalham, Abzw"
"Wies bei Sammarei, Anw. Haider",6132,"Wies bei Sammarei, Anw. Haider"
Hof bei Rainding,6132,Hof bei Rainding
Rainding,6132,Rainding
Hofstetten bei Rainding,6132,Hofstetten bei Rainding
Au bei Reisbach,6132,Au bei Reisbach
Reisbach,6132,Reisbach
Würding bei Dorfbach,6132,Würding bei Dorfbach
Steinkirchen bei Ortenburg,6132,Steinkirchen bei Ortenburg
"Söldenau, Abzw Unteriglbach",6132,"Söldenau, Abzw Unteriglbach"
Söldenau,6132,Söldenau
Karling,6132,Karling
"Aldersbach, Pfarrgarten",6132,"Aldersbach, Pfarrgarten"
"Aidenbach, Marktplatz",6132,"Aidenbach, Marktplatz"
"Aidenbach, Plinganserstr.",6132,"Aidenbach, Plinganserstr."
"Beutelsbach, Bäckerei Klinger",6132,"Beutelsbach, Bäckerei Klinger"
Hof bei Rainding,6132,Hof bei Rainding
"Ortenburg, Metzgerei Kriegl",6132,"Ortenburg, Metzgerei Kriegl"
"Ortenburg, Marktplatz",6132,"Ortenburg, Marktplatz"
Kamm,6132,Kamm
Weng bei Ortenburg,6132,Weng bei Ortenburg
"Maierhof, Abzw Holzkirchen",6132,"Maierhof, Abzw Holzkirchen"
"Neustift bei Vilsh., Kloster",6132,"Neustift bei Vilsh., Kloster"
"Pocking, Bahnhof",6133,"Pocking, Bahnhof"
Pram,6133,Pram
"Würding, Am Gänseacker",6133,"Würding, Am Gänseacker"
"Würding, Raiffeisenbank",6133,"Würding, Raiffeisenbank"
Egglfing,6133,Egglfing
"Safferstetten, Feuerwehrhaus",6133,"Safferstetten, Feuerwehrhaus"
"Safferstetten, Riedlhof",6133,"Safferstetten, Riedlhof"
"Kirchham, Haus Senator",6133,"Kirchham, Haus Senator"
"Kirchham, Schule",6133,"Kirchham, Schule"
"Irching, Forststraße",6133,"Irching, Forststraße"
"Aigen (Inn), Schule",6133,"Aigen (Inn), Schule"
"Aigen (Inn), Leonhardikirche",6133,"Aigen (Inn), Leonhardikirche"
"Hart bei Aigen (Inn), Siedlung",6133,"Hart bei Aigen (Inn), Siedlung"
Hart bei Aigen (Inn),6133,Hart bei Aigen (Inn)
"Hart, Abzw Wendlmuth",6133,"Hart, Abzw Wendlmuth"
"Schambach, Abzw Aigen",6133,"Schambach, Abzw Aigen"
"Malching, Abzw Nündorf",6133,"Malching, Abzw Nündorf"
Niederhof bei Malching,6133,Niederhof bei Malching
Putz,6133,Putz
Harham,6133,Harham
"Rotthalmünster, Marktplatz",6133,"Rotthalmünster, Marktplatz"
"Rotthalmünster, Griesb. Str.",6133,"Rotthalmünster, Griesb. Str."
"Asbach b.Rotthalm., Holzhäuser",6133,"Asbach bei Rotthalm., Holzhäuser"
"Asbach b.Rotthalm., Kloster",6133,"Asbach bei Rotthalm., Kloster"
"Karpfham, Bf",6133,"Karpfham, Bf"
"Maierhof, Abzw Karpfham",6133,"Maierhof, Abzw Karpfham"
Schwaim,6133,Schwaim
"Bad Griesbach, Lindenfeld",6133,"Bad Griesbach, Lindenfeld"
"Bad Griesbach, Post",6133,"Bad Griesbach, Post"
"Bad Griesbach, Stadtplatz",6133,"Bad Griesbach, Stadtplatz"
Lederbach,6133,Lederbach
Oberuttlau,6133,Oberuttlau
Unteruttlau,6133,Unteruttlau
Hötzenham,6133,Hötzenham
Haarbach bei Griesbach,6133,Haarbach bei Griesbach
Niederham bei Haarbach,6133,Niederham bei Haarbach
Sachsenham,6133,Sachsenham
"Unterthalham, Abzw",6133,"Unterthalham, Abzw"
"Wies bei Sammarei, An der Brücke",6133,"Wies bei Sammarei, An der Brücke"
"Wies bei Sammarei, Anw. Haider",6133,"Wies bei Sammarei, Anw. Haider"
Hof bei Rainding,6133,Hof bei Rainding
Rainding,6133,Rainding
Reisbach,6133,Reisbach
"Ortenburg, Marktplatz",6133,"Ortenburg, Marktplatz"
"Vilshofen, Ellinger",6133,"Vilshofen, Ellinger"
"Vilshofen, Berufsschule",6133,"Vilshofen, Berufsschule"
"Vilshofen, Bahnhof",6133,"Vilshofen, Bahnhof"
"Passau, Hbf",6134,"Passau, Hbf"
"Passau, Am Schanzlturm",6134,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",6134,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",6134,"Passau, Rathaus"
"Passau, Römerplatz",6134,"Passau, Römerplatz"
"Passau, Christdobl",6134,"Passau, Christdobl"
"Passau, Burgwald",6134,"Passau, Burgwald"
"Salzweg, Außenstelle LRA",6134,"Salzweg, Außenstelle LRA"
"Angl, Bäckerei Vogl",6134,"Angl, Bäckerei Vogl"
"Salzweg, Rathaus",6134,"Salzweg, Rathaus"
"Salzweg, Postgasse",6134,"Salzweg, Postgasse"
Franklbach,6134,Franklbach
Schreiberfeld,6134,Schreiberfeld
"Straßkirchen, Gh. Girmindl",6134,"Straßkirchen, Gh. Girmindl"
Schlott bei Straßkirchen,6134,Schlott bei Straßkirchen
Bärnbach B 12,6134,Bärnbach B 12
Leoprechting B 12,6134,Leoprechting B 12
Kreuzstraße B 12,6134,Kreuzstraße B 12
Kreuzstraße Tankstelle,6134,Kreuzstraße Tankstelle
"Hutthurm, Sonnenhang",6134,"Hutthurm, Sonnenhang"
"Hutthurm, Bayerwaldstraße",6134,"Hutthurm, Bayerwaldstraße"
"Hutthurm, Schule",6134,"Hutthurm, Schule"
"Hutthurm, Sportplatz",6134,"Hutthurm, Sportplatz"
Kreuzstraße Tankstelle,6134,Kreuzstraße Tankstelle
"Hutthurm, Kringell B12",6134,"Hutthurm, Kringell B12"
"Kringell, Schule",6134,"Kringell, Schule"
"Großthannensteig, B12",6134,"Großthannensteig, B12"
"Prag St 2321, Abzw Wimperstadl",6134,"Prag St 2321, Abzw Wimperstadl"
Oberpretz,6134,Oberpretz
"Prag, Auto Fisch",6134,"Prag, Auto Fisch"
"Büchlberg, Post",6134,"Büchlberg, Post"
"Büchlberg, Kremsreiter",6134,"Büchlberg, Kremsreiter"
"Salzweg, Frauenhofer-Str.",6134,"Salzweg, Frauenhofer-Str."
Witzmannsberg bei Salzweg,6134,Witzmannsberg bei Salzweg
Kamping,6134,Kamping
Wurmeck,6134,Wurmeck
Hütten bei Salzweg,6134,Hütten bei Salzweg
"Euzersdorf, Abzw",6134,"Euzersdorf, Abzw"
"Tannöd, Gh Edelfurtner",6134,"Tannöd, Gh Edelfurtner"
"Draxing, Abzw",6134,"Draxing, Abzw"
"Büchlberg, BBW",6134,"Büchlberg, BBW"
Praßreuth,6134,Praßreuth
Freimadlsäge,6134,Freimadlsäge
"Raßberg, Abzw",6134,"Raßberg, Abzw"
Witzingerreut,6134,Witzingerreut
Saderreut,6134,Saderreut
Edthof,6134,Edthof
"Germannsberg, Waldk. Str.",6134,"Germannsberg, Waldk. Str."
"Denkhof, Auto Schanzer",6134,"Denkhof, Auto Schanzer"
"Großthannensteig, Abzw. Saderreut",6134,"Großthannensteig, Abzw. Saderreut"
"Großthannensteig, Wendeplatte",6134,"Großthannensteig, Wendeplatte"
"Prag B12, Abzw",6134,"Prag B12, Abzw"
Wimperstadl,6134,Wimperstadl
Vendelsberg,6134,Vendelsberg
"Guttenhofen, Abzw",6134,"Guttenhofen, Abzw"
"Außernbrünst, Bachl",6134,"Außernbrünst, Bachl"
"Denkhof, Auto Schanzer",6134,"Denkhof, Auto Schanzer"
Germannsberg,6134,Germannsberg
Windpassing bei Germannsberg,6134,Windpassing bei Germannsberg
Wotzing,6134,Wotzing
Eberhardsberg,6134,Eberhardsberg
"Wotzing, Abzw",6134,"Wotzing, Abzw"
"Bärnreuth, Kapelle",6134,"Bärnreuth, Kapelle"
"Bärnreuth, Sägewerk Winkler",6134,"Bärnreuth, Sägewerk Winkler"
"Bernhardsberg, Abzw",6134,"Bernhardsberg, Abzw"
"Unholdenberg, Abzw",6134,"Unholdenberg, Abzw"
"Waldkirchen, Altenheim (Saußm)",6134,"Waldkirchen, Altenheim (Saußm)"
"Waldkirchen, Am Kreisel",6134,"Waldkirchen, Am Kreisel"
"Waldkirchen, Gesundheitszentrum",6134,"Waldkirchen, Gesundheitszentrum"
"Waldkirchen, Bus Bf.",6134,"Waldkirchen, Bus Bf."
"Hutthurm, Schule",6135,"Hutthurm, Schule"
"Hutthurm, Sportplatz",6135,"Hutthurm, Sportplatz"
"Kalteneck, Bahnhof",6135,"Kalteneck, Bahnhof"
"Kalteneck, Fuchsmühle",6135,"Kalteneck, Fuchsmühle"
"Lenzersdorf, Abzw",6135,"Lenzersdorf, Abzw"
"Hutthurm, Bayerwaldstraße",6135,"Hutthurm, Bayerwaldstraße"
"Hutthurm, Sportplatz",6135,"Hutthurm, Sportplatz"
"Hutthurm, Schule",6135,"Hutthurm, Schule"
"Hutthurm, Kringeller Str.",6135,"Hutthurm, Kringeller Str."
"Hutthurm, Gh Weber",6135,"Hutthurm, Gh Weber"
Kreuzstraße Tankstelle,6135,Kreuzstraße Tankstelle
Kreuzstraße B 12,6135,Kreuzstraße B 12
Leoprechting B 12,6135,Leoprechting B 12
Bärnbach B 12,6135,Bärnbach B 12
Schlott bei Straßkirchen,6135,Schlott bei Straßkirchen
"Straßkirchen, Gh. Girmindl",6135,"Straßkirchen, Gh. Girmindl"
Schreiberfeld,6135,Schreiberfeld
Franklbach,6135,Franklbach
"Salzweg, Postgasse",6135,"Salzweg, Postgasse"
"Salzweg, Rathaus",6135,"Salzweg, Rathaus"
"Angl, Bäckerei Vogl",6135,"Angl, Bäckerei Vogl"
"Salzweg, Außenstelle LRA",6135,"Salzweg, Außenstelle LRA"
"Passau, Burgwald",6135,"Passau, Burgwald"
"Passau, Kastenreuth",6135,"Passau, Kastenreuth"
"Passau, Säumerweg",6135,"Passau, Säumerweg"
"Passau, Schulbergstraße",6135,"Passau, Schulbergstraße"
"Passau, Witikostraße",6135,"Passau, Witikostraße"
"Passau, Christdobl",6135,"Passau, Christdobl"
"Passau, Ilzbrücke",6135,"Passau, Ilzbrücke"
"Passau, Römerplatz",6135,"Passau, Römerplatz"
"Passau, Rathaus",6135,"Passau, Rathaus"
"Passau, Nagelschmiedgasse",6135,"Passau, Nagelschmiedgasse"
"Passau, Am Schanzl",6135,"Passau, Am Schanzl"
"Passau, ZOB",6135,"Passau, ZOB"
"Büchlberg, BBW",6136,"Büchlberg, BBW"
"Hutthurm, Kringeller Str.",6136,"Hutthurm, Kringeller Str."
Kreuzstraße Tankstelle,6136,Kreuzstraße Tankstelle
"Hutthurm, Schule",6136,"Hutthurm, Schule"
"Büchlberg, Post",6136,"Büchlberg, Post"
Witzingerreut,6136,Witzingerreut
Saderreut,6136,Saderreut
"Saderreut, Kapelle",6136,"Saderreut, Kapelle"
"Büchlberg, Kinderheim",6136,"Büchlberg, Kinderheim"
"Büchlberg, Bieretäcker-Str., Abzw",6136,"Büchlberg, Bieretäcker-Str., Abzw"
Praßreuth,6136,Praßreuth
Saderreut,6136,Saderreut
Edthof,6136,Edthof
"Germannsberg, Waldk. Str.",6136,"Germannsberg, Waldk. Str."
"Denkhof, Auto Schanzer",6136,"Denkhof, Auto Schanzer"
Windpassing bei Germannsberg,6136,Windpassing bei Germannsberg
Wotzing,6136,Wotzing
"Unterkatzendorf, Abzw",6136,"Unterkatzendorf, Abzw"
Oberkatzendorf,6136,Oberkatzendorf
"Tannöd, Gh Edelfurtner",6136,"Tannöd, Gh Edelfurtner"
Schwieging,6136,Schwieging
Schwolgau,6136,Schwolgau
Mitterbrünst,6136,Mitterbrünst
Kammerwetzdorf,6136,Kammerwetzdorf
"Büchlberg, Gh Maier",6136,"Büchlberg, Gh Maier"
Praßreuth,6136,Praßreuth
"Büchlberg, Kremsreiter",6136,"Büchlberg, Kremsreiter"
Freimadlsäge,6136,Freimadlsäge
Eberhardsberg,6136,Eberhardsberg
"Eberhardsberg, Abzw",6136,"Eberhardsberg, Abzw"
"Manzenberg, Abzw",6136,"Manzenberg, Abzw"
Raßberg,6136,Raßberg
"Eitzingerreut, Abzw",6136,"Eitzingerreut, Abzw"
Eitzingerreut,6136,Eitzingerreut
Anetzbergerhof,6136,Anetzbergerhof
Wolkar,6136,Wolkar
"Oberkümmering, Abzw",6136,"Oberkümmering, Abzw"
Leitenmühle,6136,Leitenmühle
Tiessenhäusl,6136,Tiessenhäusl
"Berbing, Abzw",6136,"Berbing, Abzw"
Steinberg,6136,Steinberg
Fürsetzing,6136,Fürsetzing
"Hauzenberg, Busbahnhof",6136,"Hauzenberg, Busbahnhof"
"Hauzenberg, Hauptschule",6136,"Hauzenberg, Hauptschule"
"Hauzenberg, Realschule",6136,"Hauzenberg, Realschule"
"Eging, Postamt",6138,"Eging, Postamt"
"Eging, Marktplatz",6138,"Eging, Marktplatz"
"Eging, Gh. z. Linde",6138,"Eging, Gh. z. Linde"
"Loipfering, Abzw",6138,"Loipfering, Abzw"
"Loipfering, Ort",6138,"Loipfering, Ort"
Kroißenhof,6138,Kroißenhof
Kroißenmühle,6138,Kroißenmühle
Jederschwing,6138,Jederschwing
"Mühlreit, Abzw",6138,"Mühlreit, Abzw"
Hofstetten bei Eging,6138,Hofstetten bei Eging
"Otting, Abzw",6138,"Otting, Abzw"
Neuloipfering,6138,Neuloipfering
"Eging, Gh. z. Linde",6138,"Eging, Gh. z. Linde"
"Eging, Postamt",6138,"Eging, Postamt"
"Eging, Abzw Kurhaus",6138,"Eging, Abzw Kurhaus"
Harmering,6138,Harmering
Reutherfurth-Oed,6138,Reutherfurth-Oed
Reutherfurth,6138,Reutherfurth
Peigerting,6138,Peigerting
Ruberting/Pullman City,6138,Ruberting/Pullman City
"Wollmering, Abzw",6138,"Wollmering, Abzw"
"Fickenhof, Abzw",6138,"Fickenhof, Abzw"
Klingermühle,6138,Klingermühle
"Aicha v.W., Gemeinde",6138,"Aicha v.W., Gemeinde"
"Aicha v.W., Vilshofener Str.",6138,"Aicha v.W., Vilshofener Str."
"Aicha v.W., Marktplatz",6138,"Aicha v.W., Marktplatz"
"Aicha v.W., Schloßbreite",6138,"Aicha v.W., Schloßbreite"
"Aicha v.W., Abzw Haselbach",6138,"Aicha v.W., Abzw Haselbach"
"Renholding, Gh zur Mauth",6138,"Renholding, Gh zur Mauth"
Renholding bei Nammering,6138,Renholding bei Nammering
"Nammering, Bf",6138,"Nammering, Bf"
"Nammering, Gh. Feichtinger",6138,"Nammering, Gh. Feichtinger"
Paradies,6138,Paradies
"Fürstenstein, Rathaus",6138,"Fürstenstein, Rathaus"
"Fürstenstein, Raiffeisenbank",6138,"Fürstenstein, Raiffeisenbank"
"Fürstenstein, XXXLutz",6138,"Fürstenstein, XXXLutz"
"Fürstenstein, Raiffeisenbank",6138,"Fürstenstein, Raiffeisenbank"
"Fürstenstein, Gh. Kerber",6138,"Fürstenstein, Gh. Kerber"
"Fürstenstein, Abzw Schloß",6138,"Fürstenstein, Abzw Schloß"
"Englburg, Abzw",6138,"Englburg, Abzw"
Taubenweid,6138,Taubenweid
Eisensteg,6138,Eisensteg
"Tittling, Hötzendorf",6138,"Tittling, Hötzendorf"
"Tittling, Altersheim",6138,"Tittling, Altersheim"
"Tittling, Realschule",6138,"Tittling, Realschule"
"Tittling, Realschule",6138,"Tittling, Realschule"
"Tittling, Marktplatz",6138,"Tittling, Marktplatz"
Roitham,6138,Roitham
Hörmannsdorf bei Tittling,6138,Hörmannsdorf bei Tittling
Loizersdorf,6138,Loizersdorf
"Witzingerreuth, Abzw",6138,"Witzingerreuth, Abzw"
Rappenhof,6138,Rappenhof
Gatzerreuth,6138,Gatzerreuth
Ilzrettenbach,6138,Ilzrettenbach
Kafering,6138,Kafering
Spitzendorf,6138,Spitzendorf
"Enzersdorf, Kirche",6138,"Enzersdorf, Kirche"
Witzmannsberg bei Tittling,6138,Witzmannsberg bei Tittling
"Farnham, Abzw",6138,"Farnham, Abzw"
Stallham,6138,Stallham
"Höherberg, Abzw",6138,"Höherberg, Abzw"
Büchl,6138,Büchl
Streifing,6138,Streifing
Weg bei Hutthurm,6138,Weg bei Hutthurm
Haag bei Hutthurm,6138,Haag bei Hutthurm
"Kalteneck, Abzw Bahnhof",6138,"Kalteneck, Abzw Bahnhof"
"Kalteneck, Fuchsmühle",6138,"Kalteneck, Fuchsmühle"
"Hutthurm, Bayerwaldstraße",6138,"Hutthurm, Bayerwaldstraße"
"Aholming, Abzw.",6139,"Aholming, Abzw."
"Aholming, Post",6139,"Aholming, Post"
"Aholming, Schule",6139,"Aholming, Schule"
"Aicha (Donau), Anw. Sattler",6139,"Aicha (Donau), Anw. Sattler"
"Aicha (Donau), Feuerwehrhaus",6139,"Aicha (Donau), Feuerwehrhaus"
Alttiefenweg,6139,Alttiefenweg
Breitfeld,6139,Breitfeld
"Gilsenöd, Abzw.",6139,"Gilsenöd, Abzw."
"Haardorf, Feuerwehrhaus",6139,"Haardorf, Feuerwehrhaus"
"Haardorf, Wh",6139,"Haardorf, Wh"
Heindl Osterhofen,6139,Heindl Osterhofen
"Isarau, Fa. Della",6139,"Isarau, Fa. Della"
"Isarau, Probstschwaigstr. 26",6139,"Isarau, Probstschwaigstr. 26"
"Kühmoos, Abzw.",6139,"Kühmoos, Abzw."
"Langenisarhofen, Feuerwehrhaus",6139,"Langenisarhofen, Feuerwehrhaus"
"Langenisarhofen, Gh Altmann",6139,"Langenisarhofen, Gh Altmann"
"Moos bei Plattling, Abzw.",6139,"Moos bei Plattling, Abzw."
"Moos, Abzw. Donauweg",6139,"Moos, Abzw. Donauweg"
"Moos, Abzw. Martlstraße",6139,"Moos, Abzw. Martlstraße"
"Mühlham, Abzw",6139,"Mühlham, Abzw"
"Neutiefenweg, Anw. Reuter",6139,"Neutiefenweg, Anw. Reuter"
"Neutiefenweg, Kapelle",6139,"Neutiefenweg, Kapelle"
"Neutiefenweg, Kapellenstraße",6139,"Neutiefenweg, Kapellenstraße"
Niedermünchsdorf,6139,Niedermünchsdorf
"Osterhofen, Abzw. Bf",6139,"Osterhofen, Abzw. Bf"
"Osterhofen, Abzw. Krankenhaus",6139,"Osterhofen, Abzw. Krankenhaus"
"Osterhofen, Altenheim",6139,"Osterhofen, Altenheim"
"Osterhofen, Altenmarkt Damenstift",6139,"Osterhofen, Altenmarkt Damenstift"
"Osterhofen, Realschule",6139,"Osterhofen, Realschule"
"Osterhofen, Stadtplatz",6139,"Osterhofen, Stadtplatz"
"Plattling, Abzw. Friedhof",6139,"Plattling, Abzw. Friedhof"
"Plattling, Bahnhof",6139,"Plattling, Bahnhof"
"Plattling, Bahnhof Hst.3",6139,"Plattling, Bahnhof Hst.3"
"Plattling, Hauptschule",6139,"Plattling, Hauptschule"
"Plattling, Ludwigsplatz",6139,"Plattling, Ludwigsplatz"
"Plattling, Preysingplatz",6139,"Plattling, Preysingplatz"
"Plattling, RS Salvatorstr.",6139,"Plattling, RS Salvatorstr."
"Schwarzwöhr, Abzw.",6139,"Schwarzwöhr, Abzw."
Tabertshausen,6139,Tabertshausen
"Tabertshausen, an der Leithen",6139,"Tabertshausen, an der Leithen"
"Tabertshauserschw., Schwaigstr.",6139,"Tabertshauserschw., Schwaigstr."
"Tabertshauserschwaig, Kap. Str.",6139,"Tabertshauserschwaig, Kap. Str."
"Thannet bei Aholming, Abzw",6139,"Thannet bei Aholming, Abzw"
"Thannet bei Aholming, Abzw.",6139,"Thannet bei Aholming, Abzw."
"Thundorf, Kirche",6139,"Thundorf, Kirche"
"Thundorf, Ortsausgang Warteh.",6139,"Thundorf, Ortsausgang Warteh."
"Unertl, Pörndorf",6139,"Unertl, Pörndorf"
"Niederalteich, Gymnasium",6141,"Niederalteich, Gymnasium"
"Bichlberg, Abzw",6141,"Bichlberg, Abzw"
Garham bei Vilshofen,6141,Garham bei Vilshofen
"Mühlreit, Abzw",6141,"Mühlreit, Abzw"
Hofstetten bei Eging,6141,Hofstetten bei Eging
"Otting, Abzw",6141,"Otting, Abzw"
Neuloipfering,6141,Neuloipfering
"Neuloipfering, Endl",6141,"Neuloipfering, Endl"
"Loipfering, Abzw",6141,"Loipfering, Abzw"
"Eging, Gh. z. Linde",6141,"Eging, Gh. z. Linde"
"Eging, Marktplatz",6141,"Eging, Marktplatz"
"Eging, Postamt",6141,"Eging, Postamt"
"Eging, Abzw Kurhaus",6141,"Eging, Abzw Kurhaus"
Harmering,6141,Harmering
Reutherfurth-Oed,6141,Reutherfurth-Oed
Reutherfurth,6141,Reutherfurth
Peigerting,6141,Peigerting
"Fürstenstein, XXXLutz",6141,"Fürstenstein, XXXLutz"
"Fürstenstein, Rathaus",6141,"Fürstenstein, Rathaus"
"Deggendorf, Stadtfeldstr. 14",6142,"Deggendorf, Stadtfeldstr. 14"
